"dt_notific","n.notific"
2020-03-22,2
2020-03-29,22
2020-04-05,27
2020-04-12,11
2020-04-19,11
2020-04-26,8
2020-05-03,18
2020-05-10,31
2020-05-17,36
2020-05-24,45
2020-05-31,43
2020-06-07,70
2020-06-14,63
2020-06-21,73
2020-06-28,66
2020-07-05,95
2020-07-12,114
2020-07-19,109
2020-07-26,94
2020-08-02,113
2020-08-09,120
2020-08-16,89
2020-08-23,73
2020-08-30,83
2020-09-06,78
2020-09-13,65
2020-09-20,51
2020-09-27,34
2020-10-04,31
2020-10-11,25
2020-10-18,16
2020-10-25,17
2020-11-01,30
2020-11-08,19
2020-11-15,34
2020-11-22,60
2020-11-29,69
2020-12-06,66
2020-12-13,79
2020-12-20,86
2020-12-27,78
2021-01-03,140
2021-01-10,159
2021-01-17,170
2021-01-24,154
2021-01-31,129
2021-02-07,115
2021-02-14,85
2021-02-21,82
2021-02-28,87
2021-03-07,135
2021-03-14,142
2021-03-21,167
2021-03-28,195
2021-04-04,186
2021-04-11,149
2021-04-18,165
2021-04-25,186
2021-05-02,196
2021-05-09,193
2021-05-16,229
2021-05-23,246
2021-05-30,245
2021-06-06,226
2021-06-13,211
2021-06-20,153
2021-06-27,145
2021-07-04,111
2021-07-11,76
2021-07-18,85
2021-07-25,55
2021-08-01,51
2021-08-08,53
2021-08-15,44
2021-08-22,32
2021-08-29,35
2021-09-05,28
2021-09-12,15
2021-09-19,16
2021-09-26,20
2021-10-03,15
2021-10-10,10
2021-10-17,6
2021-10-24,2
